"row_num","gen_method","b_Price_1","b_Acceleration_1","b_OpCost_1","b_hev_1","b_phev20_1","b_phev40_1","b_bev_1","b_bevRangeRel_1","b_noBEVFC_1","b_american_1","b_chinese_1","b_japanese_1","b_skorean_1","b_Price_2","b_Acceleration_2","b_OpCost_2","b_hev_2","b_phev20_2","b_phev40_2","b_bev_2","b_bevRangeRel_2","b_noBEVFC_2","b_american_2","b_chinese_2","b_japanese_2","b_skorean_2","class_intercept_2","b_Price_3","b_Acceleration_3","b_OpCost_3","b_hev_3","b_phev20_3","b_phev40_3","b_bev_3","b_bevRangeRel_3","b_noBEVFC_3","b_american_3","b_chinese_3","b_japanese_3","b_skorean_3","class_intercept_3","b_Price_4","b_Acceleration_4","b_OpCost_4","b_hev_4","b_phev20_4","b_phev40_4","b_bev_4","b_bevRangeRel_4","b_noBEVFC_4","b_american_4","b_chinese_4","b_japanese_4","b_skorean_4","class_intercept_4","LL1","LL2","LL3","LL4","LL5","LL6","LL7","LL8","LL9","LL10","LL11","gradNorm1","gradNorm2","gradNorm3","gradNorm4","gradNorm5","gradNorm6","gradNorm7","gradNorm8","gradNorm9","gradNorm10","gradNorm11","stop_ef","stop_status","pruned_optima_row","end_conv","end_LL","end_ef","end_outcome_status","end_index"
11,"logit_random",-0.0417809629912746,-0.125698268753003,-0.269967530623023,0.151437675894396,0.0111494948484412,-0.104761992242752,-0.251729757074729,-0.306753575555337,-0.320560748428287,-0.134548953657592,-2.56519973957376,-0.0240609370063418,-0.848475616178635,-0.101983972247497,-0.0503698233023267,-0.199371426825293,0.00582726213241534,0.0249370123140418,0.267844345757474,-0.304907231297736,-0.0820429308376872,-0.235262230198676,-0.00411154116699461,0.261537776790055,-0.0565956342225046,-0.236923981162368,-0.342254561685454,-0.0520396581908818,0.0897421653962561,-0.215844810565483,0.0419474471353077,0.0275895187957139,0.143315569528851,-0.160030814160858,0.677072734610167,-0.505010850185583,0.0210609726712665,2.0894775656007,-0.0300640846417879,0.361360149279243,0.746658602263293,-0.00865101072522946,-0.0357333964722096,-0.166104019369816,0.09004927586472,0.00766473465673315,0.1582917650747,-0.215140594116696,0.868698198438036,-0.118379769522957,-0.125604149522447,-1.12313893033497,-0.00793173070982178,0.218497186843645,0.577715926376716,-9706.06171035167,-8623.13316461649,-8352.67486691043,-8308.86195200249,-8306.36697039421,-8306.09480214475,NA,NA,NA,NA,NA,NA,1833.44894813288,1027.85892662889,442.807589038097,45.4153672609598,35.138621236054,NA,NA,NA,NA,NA,0,"pruned_test1_too_close",29,1,-8306.06161350863,3,"test0_worse_conv",29
12,"logit_random",0.0119250445977048,-0.0829240458664507,-0.277316080229864,0.0929837391404516,0.0236499043084351,-0.135861591463261,0.0366566405786292,0.0853094305974864,-0.194906881377083,-0.229529270218293,-0.274713988960326,-0.14104192225175,-0.186457331519967,-0.0918999749822627,-0.143245948506139,-0.234709923060758,0.0890349916957481,0.00856722066228933,0.224822152152868,0.282951719126838,0.246000812393834,-0.161254567697093,-0.045814000456244,0.140046903221885,-0.0351763461193315,-0.162825665507211,-0.696924403836978,-0.0933386398331807,0.0528026433246219,0.12092863068378,0.164873365608673,0.019400806450924,0.200271163736695,-0.137817619247724,0.289675627173179,-0.115428294835335,-0.0249896634470778,0.896808281894971,-0.0486664473000398,-0.155341559240272,0.413498669240798,-0.025600729124026,-0.0953121594703718,-0.237899647182582,0.0431251640854801,0.000247198891706147,0.0919646707528551,-0.0822458396949157,0.275010458473585,-0.58187723421542,-0.389941041842142,-0.361624729084133,-0.118729250428326,0.310992259432127,0.897161139238127,-10100.6534777253,-8656.64756815149,-8395.09874163536,-8315.14049181829,-8306.78354321215,-8306.16634073157,NA,NA,NA,NA,NA,NA,3127.74754610227,1991.94253155878,612.133867341178,78.6666406435209,84.0008966689952,NA,NA,NA,NA,NA,0,"pruned_test1_too_close",18,1,-8306.06465648118,3,"test0_worse_conv",54
13,"logit_random",-0.0235354193568555,-0.135983011900542,-0.251308872131483,0.257138373878214,0.032457458464313,-0.121480950701091,-0.461702631617235,0.276988687423819,-0.0209034544781351,-0.101937335493971,-2.58602590134598,-0.0847227389438767,0.064957293745821,-0.0547311135639413,0.0310753253241518,-0.0544665698826692,0.0241906332431508,0.011663100669453,0.194477456307949,-0.117072144302034,0.32730073713093,-0.431795856983861,-0.0710031481444429,-2.07630640952533,-0.0680587451142013,-0.491131121177517,-0.426079345491125,-0.0989529483577918,-0.122369466295448,-0.128004942986981,0.171837215571749,0.0300166390365959,0.132720344681258,0.13844197624015,-0.0434687029129621,-0.100846473488405,-0.0450344437152276,-0.320711294548001,-0.0875397322618075,-1.16694457479519,-0.175823784279942,-0.157406000236029,0.0764522366417812,-0.193755441238051,0.103951627858229,0.033887516290978,0.139685319160839,-0.199877584356343,0.135797054337793,-0.144471278852122,-0.0432973880219591,-3.17558578676114,-0.0231313836861416,-0.818350999152009,-0.281362513821628,-9161.88742852354,-8561.42735747219,-8388.82311856746,-8322.68671663641,-8308.21611022053,-8306.23492795903,NA,NA,NA,NA,NA,NA,3487.18113205927,1917.72288611386,693.928425279336,392.449253646747,155.090134603032,NA,NA,NA,NA,NA,0,"pruned_test1_too_close",11,1,-8306.06161350863,3,"test0_worse_conv",29
14,"logit_random",0.0194797351503173,0.0715354533960555,-0.2968212068271,0.103190993128058,0.0709388398020382,-0.103052472464117,-0.197661050658359,-0.0123392839733669,-0.25200939347501,-0.193267364649529,-1.2223900238944,-0.13127896121978,-0.388212283879798,-0.0206507330943231,-0.121188419235655,-0.11631493018755,0.0343001738648657,0.00855259064540781,-0.13838706059125,-0.44913094845824,0.509412061365683,-0.0844890867419388,-0.102211422932753,-1.19000293700117,-0.199838944715161,-0.302115023154427,0.962497780749347,-0.0574374408238773,-0.159580034827037,-0.215124334939012,-0.0616862157381628,0.00498589031734354,0.14628501487785,-0.562986173586578,0.0412064644204681,-0.0834391167678082,-0.179326973787333,-1.90274875346365,-0.151390982690698,-0.552357039084794,0.391666576848444,-0.133055859007435,-0.165237882157393,-0.17500952623314,0.0290685813547141,0.00850564877542303,0.0976654860881091,-0.433991614119067,0.548480611321673,-0.220812844571261,-0.307986185762878,-3.27947742586511,-0.111173342800863,-0.34735093492608,0.744453684421552,-9326.18863246811,-8707.18058118729,-8525.3264643017,-8452.39751780169,-8396.81240405502,-8318.76645223463,-8307.34084042972,-8306.2951901685,NA,NA,NA,NA,2394.29009867013,1213.23124895183,1175.38222890996,1696.92991844328,537.81760489033,171.495526952889,52.9224810077338,NA,NA,NA,0,"pruned_test1_too_close",42,1,-8306.06130344826,1,"best",42
15,"logit_random",-0.053565761945061,-0.0491724694359778,-0.191989496214545,0.155568154022611,-0.00461400094506979,0.156720615508058,0.17919470473392,0.173249624011332,-0.0824773513039554,-0.00567485429403736,2.02374284350926,-0.0492039367138917,-1.19414652691998,0.0129242303864324,-0.00425642109442183,-0.249770053438265,0.0442305587899073,0.0169786019607876,0.195290483866003,-0.371926178867619,0.30504827424497,-0.352181580990277,-0.1049004825941,-0.586932240440092,-0.0357582653953,0.189044297325412,0.244917739841636,-0.0406627295841506,-0.179372528630275,-0.265393169203586,0.0323157351208258,0.0124550050907789,0.189839223185371,-0.0294617749674277,0.886802292738905,-0.173826496407957,-0.123230383798401,-3.81261296022141,-0.0546932160861498,0.109599806176565,-0.346641474051527,-0.0177415753595387,-0.131643023604884,-0.0485916346693147,0.0158084806965389,0.0282902013872609,0.16858559736226,-0.0743841628475849,0.516989161506509,-0.691365616945172,-0.0324207876419805,1.61987873765778,-0.114017786262138,-0.633932579360811,0.721929381077295,-10956.3563555214,-8563.54541708837,-8375.68677818687,-8319.3366531162,-8307.45241870446,NA,NA,NA,NA,NA,NA,NA,1537.82580581338,1976.57017823667,843.754840457804,320.508857984349,NA,NA,NA,NA,NA,NA,0,"pruned_test1_too_close",2,1,-8306.06344169288,3,"test0_worse_conv",2
16,"logit_random",0.0389964983824896,-0.204146136436769,-0.166861724173665,0.0564605405806175,0.0339303522555182,0.255327910044233,-0.141836629235888,0.646036299993212,0.0673618536460235,-0.130911279809532,-1.28035601800897,-0.0370064029949582,-1.03083835888006,-0.0925534697782152,-0.187230952260612,-0.165061407207593,0.128381239615635,0.0438458349710777,0.318648057942399,-0.429772529279609,0.138002278068201,-0.378792231648682,-0.135950033263964,-2.41229007288748,-0.0412747482360986,-0.789022809749412,0.188362383424978,-0.0829916031212711,-0.0481347874474042,0.0963310797545551,0.0728118077211373,0.00729449045511248,0.183440132660287,-0.434422587283627,0.13939440877192,-0.317480264237946,-0.0690764947380099,-3.77468100660372,-0.0866155840691873,-0.202337293748945,0.109274704797495,-0.120367812449857,0.0306705223310955,0.0447302922468166,0.106393438918807,-0.00306438299718854,0.249727277611658,-0.387098512674908,0.542448639457307,-0.795813506367728,0.0630416640542105,-0.307238292113898,-0.0987535270114966,-0.133802946113177,-0.0740561036488015,-9332.3166574552,-8459.69903492238,-8335.93546043588,-8310.67405225851,-8306.79933598644,NA,NA,NA,NA,NA,NA,NA,2714.28829696601,1291.08603567549,678.769318987499,381.668648066492,NA,NA,NA,NA,NA,NA,0,"pruned_test1_too_close",73,1,-8306.06344169288,3,"test0_worse_conv",2
17,"logit_random",-0.0696006995384394,0.0133959514026156,-0.0411325700302075,0.0823877388536409,0.0240276411896053,0.282650452017381,-0.144151895471512,0.211847431037675,-0.548005002780358,-0.0159918802068074,-1.64467260764266,-0.062711587361955,-0.559534706603868,-0.0819444856267984,-0.122272295668461,0.101979506288797,0.200561625664361,0.00364479969468684,-0.180117996252606,-0.297698245658102,-0.00351316319059364,-0.152502204019415,0.0413637614349131,0.151616904209906,-0.0574179719489991,-1.12475119803816,0.209471401516149,-0.0453804010987728,-0.162863934874693,-0.0576753234933092,0.183460538697747,0.00838697884933626,0.233349658818877,-0.54520805030129,-0.414698396138533,-0.136591952649345,-0.0415524273529567,0.094858341886374,-0.0535696350961686,-0.443181819174359,-0.0227311909188123,-0.146863747278375,-0.197007141722143,-0.23069866166991,0.0035916386792522,0.0127967497993928,0.253604412538379,0.220930431802465,0.402298428589963,-0.653226781738143,-0.0916422068304283,-1.37867335729994,-0.106948386812872,-0.274605859364168,0.426987714270362,-9295.9552485822,-8615.41585547425,-8430.73773266114,-8325.90434708553,-8307.25126772229,-8306.15665120342,NA,NA,NA,NA,NA,NA,1314.34842478748,1597.31887799709,620.89398576025,234.044038212845,98.680270372655,NA,NA,NA,NA,NA,0,"pruned_test1_too_close",42,1,-8306.06130344826,1,"best",42
18,"logit_random",-0.0106546115804034,-0.00687403470110205,-0.174834803315553,0.134465983820282,0.0296829676066257,0.0261773251989581,-0.380077999135782,0.179135101920185,-0.0622163362500894,0.0332681401656361,-0.28144105005009,-0.0384719516158043,-0.274976106725655,0.00956828093951062,-0.15000963288938,-0.018262935097566,0.19983643872901,0.0230031146336528,0.263483701904426,0.0816913814163857,0.225782306608563,-0.159946876375058,0.022204381142858,-3.0433813342752,-0.0869246617379796,-0.563122011077727,0.183204917690315,-0.22521027853899,-0.036881020729914,-0.14331233260297,0.0888791633792647,0.0478381076716524,0.342203116799247,-0.226350730708824,0.251087760486018,-0.36066741932494,-0.205757859062439,-0.812442261424889,-0.169106555435584,0.105065186538263,0.32253013741633,-0.0726275900581571,-0.00383181619661992,-0.0794465367149499,0.159266359176646,-0.0131271885243074,0.18943314196538,-0.725355992917079,0.396730549318671,-0.124551764288229,-0.0491116383297744,-1.76587074892269,-0.0656607635290017,-0.299392283114282,-0.338575093206613,-9021.72188909078,-8480.29484560339,-8335.71541081209,-8309.00598182063,-8306.75770073447,-8306.16567332158,NA,NA,NA,NA,NA,NA,2037.69305434585,1074.63788207407,442.260344850682,103.160952826867,85.3351737317227,NA,NA,NA,NA,NA,0,"pruned_test1_too_close",19,1,-8306.06465648118,3,"test0_worse_conv",54
19,"logit_random",-0.0554488140775502,-0.125633840672868,-0.196317540606642,0.121510997660085,0.0126211968033934,0.0933761901088763,0.315178369231409,0.372937905193187,0.256239817013093,-0.211281074460377,-0.214251303543499,-0.151678864141618,-0.326305587533153,-0.0667831298006422,-0.185019872889413,0.0929426242913811,-0.0185478367607697,0.00652892122364135,0.442075994818049,-0.202665845907385,0.470167426625674,-0.443912106185945,-0.199505789207248,-2.37241653784839,-0.0263402960564159,-0.540796773326135,0.376859570898723,-0.101681248471888,-0.120254822941977,-0.369685151494561,0.00185215818217589,0.0331346793736679,0.2360310463474,-0.319873668564477,0.0344872930356796,-0.562946965758638,-0.0586023649532936,-2.06361749890522,-0.102840697896125,-0.432927710906977,-0.722115407469227,-0.105909619144812,0.006732041387254,-0.346745274940971,0.19636773082236,0.0486276858400635,-0.179683175968858,-0.351990169569211,0.499810188917504,0.0748761493297261,-0.281541211338211,-1.6971346448204,-0.00204893292376112,-0.765078974969364,0.156435470246122,-9244.72144281909,-8586.52112795077,-8348.21903922185,-8310.09017767993,-8306.32861720885,-8306.10165953327,NA,NA,NA,NA,NA,NA,2812.59795628738,1394.09953118838,365.649682698613,47.5244842317407,34.884498888644,NA,NA,NA,NA,NA,0,"pruned_test1_too_close",46,1,-8306.06465648118,3,"test0_worse_conv",54
20,"logit_random",-0.0246724336891311,0.0928447828879054,-0.281175193618649,0.140077057306027,0.0426076017844324,0.207210901877177,-0.216270778966504,-0.0298838232561201,-0.645121354601779,-0.110260030228919,0.962036835714704,-0.0338222867235581,-1.15896718583102,-0.149844911125291,-0.032793314419913,0.00624483533110227,0.0685224466664784,0.0218199890751965,0.10919035944819,-0.345749129783494,0.417725278796859,-0.345573208207444,-0.0181362123186357,-3.09164480153901,0.0855064073829395,0.376160648785184,0.253278936826767,-0.0476055423951492,0.00204467174129418,-0.0814331307480307,0.0596782527101895,0.026960658377789,-0.0485259159408041,-0.455755277137515,0.544887085389855,-0.273015265216977,-0.233977786656524,-1.9018802159807,-0.0773534635300664,-0.666679276948278,-0.0776546811399011,-0.0215236746092157,-0.123252119977207,-0.00828267784908701,0.0315495712752768,0.0252384563560572,0.0664026211418197,0.132060174466009,0.219307138758575,0.0263293258996514,-0.0168206125017746,-1.40889803281878,-0.010772857029718,-0.2718354153825,0.591676773296879,-9376.95986171895,-8545.84134414497,-8445.46701725053,-8323.37892985577,-8308.47813872744,-8306.3927958907,NA,NA,NA,NA,NA,NA,2974.11981325825,1798.96756345636,837.591163637213,404.130118911419,228.522137624686,NA,NA,NA,NA,NA,0,"pruned_test1_too_close",12,1,-8306.06465648118,3,"test0_worse_conv",54
21,"logit_random",-0.024169129676555,-0.104030695548737,-0.0926644989606366,0.0780644680035071,-0.00366195637015529,0.187870794573531,-0.435394502029645,0.348332955524096,-0.0310872964830466,0.0145823309688296,0.0749560292699367,-0.0880721988355382,-0.346832455904872,-0.0235211113259237,-0.141948279418049,-0.0804284578306562,0.0392860287143377,0.0455283651241568,0.00536136586235106,0.00426510297472155,0.24384583116169,-0.469094192525804,-0.0350153163712984,-0.38063922263229,-0.0525564748417825,-0.840027236219612,-0.32179604774486,0.00333526527975414,-0.251470373922969,0.0359654147451839,0.0968228528547844,0.0205330712023435,0.0716210571633267,-0.334206753770922,-0.0994780170081785,-0.0518778359889027,0.00520077275519723,0.176211272418924,0.00579224279951102,-0.0132799506754179,-0.394430301215687,-0.0689959939423165,-0.139619390231301,-0.0841041281187443,0.112819429849444,0.0170648474125794,0.218601384095749,-0.319289809364402,-0.0652046778117575,-0.118249882752332,0.0202195270134498,-0.404196159202347,-0.0990455541451795,-0.672932026575779,-0.668483125852138,-10006.2712721849,-8570.22933833009,-8452.98829257852,-8435.92830410102,-8432.7676983883,-8432.30072903837,-8432.2286689685,-8432.2237103372,NA,NA,NA,NA,1566.51502386479,499.493652150394,328.206582297928,234.104394979843,80.5299132112128,21.2153759957614,5.54058155307368,NA,NA,NA,3,"test0_worse_conv",0,1,-8432.2237103372,3,"test0_worse_conv",21
22,"logit_random",-0.0210397454746102,-0.184647231588183,-0.170379100922395,-0.0427451356177151,0.0197457514060354,-0.332539200067357,-0.405563831025354,-0.141969910892968,-0.148811183850136,-0.0293627716076242,-1.30843606105943,-0.0824375775768003,-1.06444281319364,-0.173406586958935,-0.168411536433177,-0.315649893420648,0.0247248911574116,0.0228677409262322,0.135863704169775,-0.0631445159169778,0.0928037829264544,-0.706147798866628,-0.15109096938797,-1.30426913532206,-0.181373502044419,-0.705701921281682,-0.734033866856918,-0.0259547956131943,-0.107733232010892,-0.14837946504117,0.107476912252816,0.00858568170341533,0.0188194928467011,-0.104028250347694,-0.235002055218301,-0.503240864146346,0.0378519319959899,0.370751719549607,-0.165565559238663,-0.893396141340177,-1.30350485690335,0.00964828878421206,-0.0665097806741373,-0.0157131946230275,0.110778200506437,0.0359047531470203,-0.0235800824667109,-0.106434353136167,0.424335573630414,-0.330484185243609,0.0800607081254303,-3.75383349262767,0.00883775443915789,-0.726734802518531,-0.187249828791778,-9667.73482976504,-8644.84965832458,-8411.59308833623,-8323.91481626995,-8307.21699793176,NA,NA,NA,NA,NA,NA,NA,4362.12287862277,1323.43869235964,798.534414218693,158.398320907986,NA,NA,NA,NA,NA,NA,0,"pruned_test1_too_close",57,1,-8306.06130344826,1,"best",42
23,"logit_random",-0.110948656671453,-0.199080446159849,-0.0229502749329279,0.105761645779237,0.0354828650703596,0.335497322086969,-0.618093498001693,0.478351528289954,-0.147962615887963,-0.206758266940633,-3.18076424815352,-0.0754817382257684,0.29550097944595,-0.112918457755034,-0.154715455678164,-0.18166975691356,0.125209412142992,0.0108444851234924,0.276962680097994,-0.120581685797105,0.179581337823003,-0.538862090632604,-0.257902532160028,-0.272001653794961,-0.0979012123528242,-0.182100025422449,0.661786152897481,-0.209702986383874,-0.0662183091063441,0.161359589948387,0.234857719198924,0.0315036286814439,0.313612916867165,-0.277442054049494,0.0877144660688874,-0.248700636217348,-0.393043452411739,-2.52730556076786,-0.0832525763061481,-0.255210106535381,-0.414066123739669,-0.0899056599496471,-0.126491335790666,-0.284676753656179,0.173128763297335,0.0262581983487306,0.149825446643878,-0.168125305640377,-0.102322181555653,0.0586331462819596,-0.0908227079852367,-2.01036611964951,0.0502831957397385,-0.662192143698535,1.47006429353822,-9562.6101570687,-8687.35671203742,-8473.95366551542,-8433.09071862978,-8361.49242668681,-8318.99900404975,-8307.6180140094,-8306.30967073159,NA,NA,NA,NA,2307.68867557073,1236.94844593402,355.656741363109,646.661421184356,829.862915945343,468.32689686133,186.534679909877,NA,NA,NA,0,"pruned_test1_too_close",29,1,-8306.06161350863,3,"test0_worse_conv",29
24,"logit_random",-0.113667792760491,0.0208501648210444,-0.156386249681062,0.0555012563981592,0.0355288951295535,-0.0672618613524734,-0.323823796885421,0.653918300164178,-0.37289934639035,-0.129083813895681,-1.28153437728993,0.0140469578581673,0.554362600001555,-0.0704150351820529,-0.0468250619878499,-0.17051559029623,0.00421907788786406,0.0303119039125198,0.0816391832014629,-0.0990560096497179,0.580180210811915,-0.469351237541204,-0.12924247008864,-2.03622109425289,-0.0979512363632413,-0.190880695243655,-0.301721066027719,-0.0781707872544333,-0.214655266420694,-0.0104431827755047,0.0970444269412462,0.0155786396668885,0.125858140884358,0.0234837789384031,-0.0319361465428344,-0.481174286836341,-0.0630606764498151,-1.57058428556502,-0.068347212278092,-0.772395218134073,-0.940463105837703,0.0577694584242046,-0.141893119844723,0.0140464102775626,0.00664273873176151,0.0149782617230422,0.165335167358273,-0.449512744973251,0.543506302704919,-0.64639269284376,-0.0851072289696992,-3.56466928831001,-0.0993642318978226,0.0242830920821259,-0.290542515222103,-9414.93401335982,-8507.65946728949,-8346.78587546921,-8311.66522543468,-8306.61042875391,-8306.12146356735,NA,NA,NA,NA,NA,NA,1698.17084871783,1113.11394818471,632.977311169573,322.510945766866,110.680490212134,NA,NA,NA,NA,NA,0,"pruned_test1_too_close",2,1,-8306.06344169288,3,"test0_worse_conv",2
25,"logit_random",0.0444264677224167,0.0602784986077976,0.0452990206001027,0.161298455889508,-0.00757001227390251,0.228796754429988,-0.563250699928185,0.123772991046785,-0.0913145276052806,-0.186989250167275,-1.12053594816673,-0.0447159208476775,-0.357184557581327,-0.112801048328403,-0.14845792399776,-0.124491435370917,0.125848069221244,0.0213744090172197,-0.164785165418073,-0.271988401101033,0.802800572501527,-0.291771564087687,-0.123003525071729,-2.12068326450977,-0.0444595562573705,-1.3876822210641,-0.440429019418667,-0.00960595284777201,0.0407281989060831,-0.176804470727489,-0.0130502874595419,0.0266986972596343,0.155981004344068,-0.0107344052873959,-0.277831205105599,0.00493831242616888,-0.136195412025677,-2.71851073524398,0.019561232407584,-0.992410698573178,0.980227161960763,-0.112497565318075,-0.0821193620854423,0.221626767714023,0.0573559619622187,0.012583189192025,0.10300256527278,-0.423937309015496,-0.0279882771613312,0.17142430789967,-0.210052230199623,-3.26339797586791,-0.026469460101684,-1.12134615926683,-0.625581644385885,-10053.7042741211,-8614.52070790067,-8345.2679313565,-8309.83514814426,-8306.4179184494,NA,NA,NA,NA,NA,NA,NA,1383.57454702343,785.657203210957,267.241063712463,176.782266785868,NA,NA,NA,NA,NA,NA,0,"pruned_test1_too_close",5,1,-8306.06130344826,1,"best",42
26,"logit_random",-0.105257688336533,-0.0431626151098643,-0.0805579141274165,0.0496742553093281,0.00391442842133349,0.30427355624124,-0.56364359765081,0.36695942339149,-0.175641769108593,-0.295090602964937,-1.00191815366485,-0.0653311247650884,-0.504779674896986,-0.0446067307835523,-0.179011754223631,-0.161377049288649,0.183920526450382,0.0157501825956251,0.166991861789474,-0.766157320092549,0.439898969522453,-0.664311170630897,-0.112410171878419,0.128982197799821,-0.0796175963269774,-0.314508699817105,0.339003273817181,-0.102751730953247,-0.16141039697845,0.143592863626493,0.0939863015998234,0.0058320490029722,0.13339563034706,-0.380349222173372,-0.0965676285755579,-0.422958065352416,-0.031920069130312,-1.37842692633,-0.0459614931908602,-0.13614333318741,-0.734672389721182,0.0528517046541897,-0.182350587447323,-0.110010406581702,0.220142147410674,0.0212311562507802,0.102742326305884,-0.30157233577619,0.40925598872352,-0.317542156118136,0.0784643322616115,-0.230350387840527,-0.0166500066092278,-0.314539654618385,0.483913514452534,-9702.09063383201,-8544.11864774081,-8338.35034679939,-8309.70712529374,-8306.4484030974,NA,NA,NA,NA,NA,NA,NA,1739.42337981117,1237.72788087895,207.136109497762,203.532843488746,NA,NA,NA,NA,NA,NA,0,"pruned_test1_too_close",54,1,-8306.06465648118,3,"test0_worse_conv",54
27,"logit_random",0.0105434649198022,-0.0577903453934501,-0.0814339722316185,0.0941664457812733,-0.000907872686507015,0.153017424576948,-0.39179244222157,0.12836776123638,-0.323720099820599,-0.108375727589746,-2.00624005776818,0.0059964901443898,0.00481198054458298,-0.00120503754845963,-0.124360843658151,-0.113258634419712,0.0283204863218476,-0.00875154966572433,0.375017201707624,-0.413526177203416,0.165254141506439,-0.481044548910431,0.0289427673546637,-0.494773263568497,-0.139155581555004,-0.658183401535991,-1.02684135475017,-0.0156107395034165,-0.111561922440149,-0.101482133905527,0.129248463005815,0.000468112012267523,0.243363329273978,-0.0440759026556503,0.153977356558243,0.286706404194305,-0.211035174440753,-1.8044199615958,-0.0912159649422274,-0.349636758028537,0.213189054861879,-0.182026440955873,-0.078492784129121,-0.250554181868891,0.117986527906581,0.0259886071908336,0.00497460517481377,-0.0721485782884137,-0.215063189886433,0.163338435013056,-0.0914357559850906,-3.52018693103954,-0.129903763683901,-0.593870728987095,0.164140466349399,-9765.58497700536,-8544.94737577102,-8339.78022502559,-8309.3120513504,-8306.42983565288,NA,NA,NA,NA,NA,NA,NA,1631.63167079662,684.415060852791,173.132146687668,240.901261629201,NA,NA,NA,NA,NA,NA,0,"pruned_test1_too_close",5,1,-8306.06130344826,1,"best",42
28,"logit_random",-0.0582157285720307,-0.130797855062492,0.0342639380188395,0.0050624891620356,0.0380201742653392,0.0478670469255921,-0.461453644585763,0.565499469753155,-0.25555701080225,-0.285299843487795,-1.06685907292447,-0.148637457242313,-0.0136369334986451,-0.0203530283291441,-0.159927497674609,-0.142103399741548,0.0568051869962422,0.0369615584681981,0.107087431364136,-0.184533442641875,1.23276113044137,-0.708405360245147,-0.0356481823386886,0.408930524775328,0.0516515475162502,-0.21782434264831,0.0206392254928025,-0.073609619619784,-0.152642740233374,0.0502054423327419,0.130575287926524,-0.0187777219412786,0.352044011818143,-0.117491768252291,-0.00470067717406059,-0.412227777276948,-0.233061656329891,-2.41702262689729,-0.117326547023919,-0.464588994507284,-0.200289679930909,0.125207144466018,-0.0659957792654068,-0.156480885723798,0.0324720403948185,0.0581724520193392,-0.0576646962295894,-0.346787292573885,0.534359680278646,-0.42273048563843,-0.0860052310668384,-1.12340229437066,-0.0827201069258933,-0.230105975703507,-0.104383148641617,-9889.96773876594,-8719.71687901956,-8568.02264462708,-8446.33334540944,-8321.13420798792,-8307.81684016459,-8306.32189142791,NA,NA,NA,NA,NA,3870.75740330337,1536.18601658039,1343.4189039481,314.197098528156,234.366219423531,111.926650438379,NA,NA,NA,NA,0,"pruned_test1_too_close",2,1,-8306.06344169288,3,"test0_worse_conv",2
29,"logit_random",-0.0488625218021596,-0.118867165565008,-0.167937818385093,0.131608044211609,0.0408066413134838,0.147593820753496,-0.199677109665978,0.0307352390385724,-0.278054344274375,0.0995260657554874,-1.56613429521995,0.00252861051571992,-0.584276993681493,-0.0644724469757616,-0.00503083557387161,-0.0283112762623199,0.0485027292772704,0.0256452485284447,0.33198686234884,-0.682733094528902,0.328903080890883,-0.120134988552672,-0.0426302782704026,-0.671819523594494,-0.2053221479416,0.00359799681905998,-0.128519820227424,-0.0736213778062786,-0.0464213150630507,-0.269751310748735,-0.109942888726885,0.0272603977285195,-0.0490205053172546,-0.481021025510045,0.0530555496506991,-1.00798451348619,-0.0783648030715972,-0.211873223656236,-0.0546694136121815,-0.21113929974237,-0.164274173164308,-0.0759758572739576,-0.0860717440699322,-0.0455873289131884,0.0866365814818848,0.00615575297583747,-0.122304392263893,0.168423991835644,0.337383977138436,-0.259098940953585,-0.0481368828103544,-1.94274763903006,-0.0214576022208156,-0.302730316777195,-0.0167947333463778,-9119.09652114895,-8455.01977523045,-8326.52057794972,-8307.77466309061,-8306.24053795877,-8306.0718613369,-8306.06161350863,-8306.06161350863,NA,NA,NA,NA,2851.02775654337,627.216084145484,295.305646572436,102.83916640923,35.7527116351759,4.69274053924802,NA,NA,NA,NA,3,"test0_worse_conv",0,1,-8306.06161350863,3,"test0_worse_conv",29
30,"logit_random",-0.0407400330325382,0.0441117166680573,-0.0512726595739479,0.070754312567901,-0.00497573370422317,0.173897905685952,-0.218235231098253,1.06313128916867,-0.253109243140937,-0.225138421335186,-1.92088323986802,0.00844485327724143,-0.904181713506512,-0.073931858017523,-0.0109156171761909,-0.0182489608667958,0.0228139965370555,0.0122035320529281,-0.0877869778302879,-0.554571261789891,0.131031717823191,-0.402471521688495,-0.223506262753061,-0.436365059069294,-0.0831517837302482,-0.767281529214857,-0.580133800859102,-0.0491498465588884,-0.169708612906747,-0.0100066778627428,0.16891323525967,0.0196551504332242,0.135924362037391,-0.0356640784650128,0.500875711470699,-0.602007611348911,-0.190022806097621,-1.75783741000727,-0.0329874174837436,-0.406927431302904,0.315275001771801,-0.104919748909688,-0.0901841481978939,-0.159361147611625,0.174892907513839,0.0558759015489882,0.310792034713793,-0.574481532161767,0.648280900062807,-0.617011922465343,-0.0715633240489303,0.823115877108096,-0.12369067494356,0.0275313677402595,-0.123186170346853,-9415.14678603476,-8635.05551976803,-8454.41419448019,-8336.19507046063,-8309.75150954122,-8306.41052619206,NA,NA,NA,NA,NA,NA,984.121994930952,743.08454916257,789.066313458816,432.299952886508,141.624494235856,NA,NA,NA,NA,NA,0,"pruned_test1_too_close",8,1,-8306.06130344826,1,"best",42
