"stage","candidate","LL","gradNorm","b_Price","b_Acceleration","b_OpCost","b_hev","b_phev20","b_phev40","b_bev","b_bevRangeRel","b_noBEVFC","b_american","b_chinese","b_japanese","b_skorean","lambda_ICE","lambda_BEV","alpha_PHEV_ICE_logistic"
1,26,-10432.0183336456,NA,-0.105257688336533,-0.0431626151098643,-0.0805579141274165,0.0496742553093281,0.00391442842133349,0.30427355624124,-0.56364359765081,0.36695942339149,-0.175641769108593,-0.295090602964937,-1.00191815366485,-0.0653311247650884,-0.504779674896986,0.747878790972754,0.753702301522717,-0.532073493933975
1,27,-13163.0547223309,NA,0.0105434649198022,-0.0577903453934501,-0.0814339722316185,0.0941664457812733,-0.000907872686507015,0.153017424576948,-0.39179244222157,0.12836776123638,-0.323720099820599,-0.108375727589746,-2.00624005776818,0.0059964901443898,0.00481198054458298,0.891290236748755,0.649886972974055,-0.216989400944609
1,28,-11868.5859890581,NA,-0.0582157285720307,-0.130797855062492,0.0342639380188395,0.0050624891620356,0.0380201742653392,0.0478670469255921,-0.461453644585763,0.565499469753155,-0.25555701080225,-0.285299843487795,-1.06685907292447,-0.148637457242313,-0.0136369334986451,0.876834738329053,0.401165138054639,-0.422045214388287
1,29,-10433.5816781007,NA,-0.0488625218021596,-0.118867165565008,-0.167937818385093,0.131608044211609,0.0408066413134838,0.147593820753496,-0.199677109665978,0.0307352390385724,-0.278054344274375,0.0995260657554874,-1.56613429521995,0.00252861051571992,-0.584276993681493,0.328423199541867,0.672523477170616,0.470995245141017
1,30,-11665.2841157496,NA,-0.0407400330325382,0.0441117166680573,-0.0512726595739479,0.070754312567901,-0.00497573370422317,0.173897905685952,-0.218235231098253,1.06313128916867,-0.253109243140937,-0.225138421335186,-1.92088323986802,0.00844485327724143,-0.904181713506512,0.341455218982883,0.947242575157434,0.437067154018259
1,31,-11075.0852119396,NA,-0.112891101508832,-0.0910280877972711,0.0316799301587887,-0.0350021581580139,0.0128790508336882,0.315928662012579,-0.164601614101839,0.382643318846126,0.178930737869829,-0.140982376110231,-0.50897473425789,-0.0351968022011762,-0.369688282608968,0.825676954202354,0.860774386990815,0.902134578188158
1,32,-70983.9404012737,NA,-0.143634736046879,0.0331075855874772,-0.165994009210147,0.11313103388947,-0.0119074139596556,0.0523370704066813,-0.0669557625279741,0.394497239557636,-0.667629029901515,-0.409222760972012,-0.879242848192543,0.0044647859829029,0.226739813400724,0.401425308245234,0.0368639501789585,0.318998968127756
1,33,-11860.6085045735,NA,-0.129294605863711,-0.047790963321511,-0.279296892979448,0.0804873423433059,-0.00909033225705459,0.0607733617942073,0.230040525824407,0.483525005232411,-0.140379528488125,-0.19173478202128,-0.441693387093132,-0.0387075510050695,-0.456565182072894,0.726129382001236,0.798678785897791,-0.364002004384393
1,34,-10752.6975409387,NA,-0.123937628671425,-0.0999333030577616,-0.0386622619922269,0.0533573993025893,-0.00666007780656073,0.276383323408484,-0.0912036644372,0.26263412964184,-0.437293966476413,0.0696461813487758,-1.96563419007391,-0.078086929426934,-0.805567719187758,0.866726754261181,0.876879775319248,-0.646517233082054
1,35,-59057.1322846043,NA,-0.300527464203764,-0.0642372299697145,-0.129373527035116,0.233952581017301,0.041240808743521,0.134940545009954,-0.241321035489195,0.447191605923056,-0.424854086137348,-0.0637136612372308,-1.56555799744586,-0.0683580622463312,-0.527147306074735,0.744026414952241,0.103018557359464,-0.366704025145432
1,36,-12338.2693278916,NA,-0.159411313715219,-0.22647204672111,-0.168036563221071,0.0781192792187482,-0.0111383308672378,-0.00047769647941745,-0.112305048912854,0.0668937032671993,-0.185695912574097,-0.0719729828718366,-1.68842188797697,-0.0473170620433407,-0.182539654498934,0.491129684126936,0.960222019422799,0.192422613378906
1,37,-13532.1259244205,NA,-0.0955623159147192,-0.260949677254639,0.0176001222263773,0.0900216891050512,0.0316561647506414,-0.0963415475577671,-0.0200010282703163,0.0468760067899792,0.299458382950453,0.071401052884289,-0.515974148142009,0.0582089077480289,-0.529551508868999,0.851189223555848,0.344119722368196,0.72397248593726
1,38,-16446.7322288022,NA,-0.117144662660394,-0.260118446311958,0.0133096713957547,0.186067235811776,0.0159089321075122,-0.0306200399001182,-0.0624420128338702,0.227199171948379,0.0660732255745611,-0.0431448345200215,-1.33972203099704,-0.0945841590497237,-1.25079411453717,0.105763487070799,0.980704872226343,0.443985965509157
1,39,-25159.0463885122,NA,-0.120829268761915,-0.0762271540455742,-0.10176334816113,0.084388693707756,0.00387031711247403,0.0153070122487665,-0.344743114950914,0.312191003305413,0.124147340991699,-0.0494520135452367,-0.40717259301066,0.0109382502667209,0.0340540335106084,0.157098903539591,0.157955951439217,-0.847760515037384
1,40,-9645.02448268034,NA,-0.0625422640340241,-0.106670468822296,-0.102985782799454,0.139144138369585,0.0232711433203639,0.267243815960071,-0.429096306119953,0.0910437909249451,0.297915137750491,-0.209938029972599,-1.38575186727286,0.0251791681580647,-0.180856883894903,0.734073960692622,0.804379433402792,1.02885118021317
1,41,-13705.0330347691,NA,-0.106629392782575,-0.277439968145796,-0.128159943111727,0.11415494917983,0.0293873268280281,0.0881662391629593,-0.237869044232662,0.0396461453620152,-0.601888695908459,-0.0309892725469309,-3.22284201074186,-0.1419142081841,-1.09605668859862,0.543627531598322,0.505576451695524,0.45305592325692
1,42,-15056.3934450131,NA,-0.0491807597714779,-0.23505835354312,0.0577884045777039,0.219511989858199,0.0214548883909724,0.21235071012558,-0.635226082424086,0.345226858002844,-0.5179368096408,-0.116561418335862,-0.613496436479942,-0.0076006603678155,0.0442762218383429,0.057935357587412,0.76130588142667,-0.595583589362229
1,43,-9675.28972257484,NA,-0.0878284637654204,-0.0671021490632055,-0.164200959871222,0.0923076633545622,0.0204381781903257,0.0592146828260812,-0.373568703267639,0.195138102227347,-0.487476599624027,-0.147813232584619,-0.853436150659576,-0.0209551427657548,-0.48315893262604,0.966876622163691,0.931857897094451,-0.221261754152033
1,44,-11743.7750512936,NA,-0.0795700669041592,-0.0042624781674544,-0.182976663649602,0.109172265866806,-0.0156205617362328,0.281094452178381,-0.230530437468423,0.228805095862794,0.043762739102487,-0.363705354283371,-1.76810405834797,-0.0788003763299671,-0.753693674965121,0.238284362507984,0.537353491196409,0.479260001853115
1,45,-15036.4419310966,NA,0.0142038564446635,0.0961265898570262,-0.18299144104117,0.0676489644570201,0.0449065342179587,0.0773833537231807,0.0621281234871981,0.505469077100747,-0.0750399277459452,0.0624968963960097,-2.26023276473326,-0.0937301974122556,0.193695743701452,0.752764041237533,0.626277578519657,0.692638789389372
1,46,-22149.0256355945,NA,0.0588409619886122,-0.1405997472582,0.170314650791761,0.171500531654391,0.0441447741890399,0.110133442551657,0.174850874720386,0.511428485613607,-0.298057624571977,-0.0588581119387727,-0.845144249979349,-0.0982343246302312,-1.09442032174759,0.469415761008859,0.864378981986083,1.18645348931238
1,47,-23008.8372081794,NA,-0.0610671507781778,0.0047392641917483,0.0373334474039135,-0.0176263690099173,-0.023215250985742,0.193902418902264,-0.534845608803258,-0.210041635814544,-0.298277666671263,-0.101531039831185,0.0115897569048242,-0.177129245494844,-0.170725714256734,0.0244289296073839,0.501636163643561,-0.673703024122989
1,48,-29222.0187721541,NA,0.0495826550866543,-0.228866313641488,-0.182388852308357,0.052730514118771,-0.00235833667856967,0.209547035402518,-0.333678229020013,0.574986388309125,0.142478985948362,-0.0449681558499136,-0.657594558536645,-0.143763765465487,0.0689829585366623,0.238823549835943,0.333828787906095,-0.262327079982935
1,49,-13208.1856761995,NA,-0.0812301822235289,-0.0137906252023595,-0.00494789118866579,0.152141844921865,0.0015050920545718,0.163490328188909,-0.247844464947184,0.0418367040066326,-0.433558884892815,-0.188218434097391,-2.55684019053505,-0.123807208514638,-0.511667701736183,0.287013449245133,0.46598767049145,-0.432624329249023
1,50,-11795.519037493,NA,-0.030114345262182,-0.132295790118077,-0.0978449576311355,0.0230007027746239,-0.0101896725855441,0.309782669429445,-0.134201256782,0.379749331496118,0.150491220934365,-0.235645689832181,-1.35948388406682,-0.114170372447176,-0.154292726806916,0.621857265471481,0.241960825934075,0.331414406590811
1,51,-27840.9936894513,NA,-0.13119658507087,-0.081186235753874,-0.334462199329324,0.028243978952294,0.00350111159374758,0.0620088878801135,-0.556826887752561,1.0674095987207,-0.111007472160606,0.0353577241011347,-1.27574397084113,-0.0536614320449658,-0.783647638577179,0.812537107928656,0.160298613528721,-0.478517207499982
1,52,-21625.966875795,NA,-0.0451482510161962,-0.126934263826414,-0.161004486160589,-0.0482485611364341,-0.0269046540170078,0.392796449958251,-0.0658754680730587,1.03363209612108,-0.0416328797029812,-0.0943596984288917,-1.06387816718422,-0.122781261122786,-0.786234375620397,0.830101586584933,0.169089631852694,-0.223259839845868
1,53,-41025.0445508951,NA,0.0951374080220994,-0.0293956666079211,-0.330446171229379,0.0747406873406,0.0371349317976486,0.101474698683826,-0.273117881112238,0.514313593631528,-0.542646237211453,-0.0331701370047139,-0.803654765429875,-0.0740113613759717,0.142910915579633,0.14734029726591,0.726072094119154,1.11699433733938
1,54,-11693.5123479906,NA,-0.0297027235710127,-0.124881821740024,-0.0731873732517184,0.109426945424476,0.0268360110549623,0.104818799158506,-0.178030303454656,0.317503370551468,-0.322199111213025,-0.126996311224751,0.493607936233462,-0.127677845630683,-0.671025063151016,0.749287427230738,0.614430673317984,0.578514514030863
1,55,-12303.2685764099,NA,-0.0678899546876512,-0.111714766497084,-0.314689682665814,-0.0755955293712053,0.0750723657946094,0.350821387977819,-0.575511361133321,0.714207899854148,-0.0587265340956823,-0.273379909189963,-0.279766847273666,-0.0150118166329152,-0.360646804795141,0.848842931217514,0.542710392242298,0.539783182060142
1,56,-14252.4484448835,NA,-0.120760360960266,-0.20084905413903,0.0722181313806786,0.0563786169683876,0.0301144677542293,0.21634930915753,-0.730623297127724,-0.183517197344378,-0.721946929438873,-0.143978260317244,-0.145852417852258,-0.00335746295669966,-0.479361020887593,0.504962993036024,0.657066043079831,0.445672243953871
1,57,-30618.5012651863,NA,0.0162550664315046,0.0615939794048152,-0.323250344738509,0.063824472517738,0.0306816547511122,0.232667409242723,-0.44945353253492,0.337163975923205,-0.584877720406664,0.195753102333569,-0.957851330789936,-0.0714001568639489,-0.740937833689112,0.120794846317731,0.236383570837788,-0.583096626956707
1,58,-111928.939327303,NA,-0.156707270786331,-0.11513001406,-0.263161796987705,-0.0101165731359425,0.00916336851146898,0.658572037537044,-0.118822497652342,-0.128777593951625,-0.138891127509888,-0.219127718418443,-2.16986547112048,-0.0147053980449839,-0.505748383724209,0.448479103371501,0.0252769644046202,0.714908957196771
1,59,-13233.8754390585,NA,-0.0878012869023903,-0.246163326618447,-0.223420171434419,0.124370131373125,0.018394993962234,0.111007089297726,-0.29197567681348,-0.373863544981043,-0.450518501531415,-0.0252556820715402,-1.75630896267773,-0.136128827166703,-0.403154403102016,0.370508660306223,0.530894531486556,0.337258559924255
1,60,-29977.0204970074,NA,-0.00125909807568382,0.0277007920658722,0.118343928061879,0.065930180497427,0.00283326828115263,0.282455065512142,-0.531587581561816,0.452490395343424,-0.554002076463463,-0.0684575570575341,-0.667335166606354,-0.106224096359406,-0.566657400143094,0.0357001658761874,0.211378705082461,-0.365696101014634
1,61,-24914.8544094664,NA,0.078544455285972,-0.0564677616932057,-0.243196896581897,0.074898559298726,0.00947272328399944,0.200492275117437,-0.0242733691604433,0.280852048600653,-0.0603826941433176,-0.086492011967621,-1.36065241514115,-0.0671459648955478,-0.65889941894555,0.76515523779206,0.538771328115836,0.165794109815343
1,62,-21705.3882784495,NA,-0.0639462030211476,0.166170072122728,-0.143458079190267,-0.0418385669127637,0.00832198458807411,0.271267948426782,-0.572160398733191,0.452396691751117,-0.098612100611301,-0.185408937948587,-0.565422744397349,-0.0162346166975556,-0.487009175407378,0.365277433181182,0.105805071787909,0.675856646850555
1,63,-13733.3927640549,NA,-0.117774570737232,-0.0780591377970062,-0.217914103130256,-0.0174598476010711,0.00825791537518148,0.124563483168304,-0.249429031299325,0.528891915717272,-0.327531693544727,0.0643643531508935,-1.03681143409042,-0.00887398194954971,-0.617118252568002,0.780170053965412,0.339034503577277,-0.134115150885694
1,64,-11522.8629611144,NA,-0.0444946370639717,0.0271586581358338,-0.135771065076587,0.05877931136082,0.00225509896448409,0.0377362087839957,-0.227478304476201,0.484372628499476,-0.303155934235978,-0.0360664230065035,-2.52965174147188,-0.123687862722753,-0.210597162706614,0.296289554378018,0.730375539851375,-0.280834548060118
1,65,-10616.4524091214,NA,-0.124062381584777,-0.0269345130338201,-0.118628121502164,0.0490296149437225,-0.00938216678387242,0.0489367761906991,-0.44612219708686,0.322238302000449,-0.490017888925588,-0.135019125005043,-1.87052486635356,0.0216036571852084,-1.00651641417608,0.799925772720017,0.89497009631712,-0.42490176567189
1,66,-10156.9876470869,NA,-0.0521536767707935,-0.121563727200309,-0.202443300347214,-0.0379758742640346,0.00746588404247708,0.0948446662976922,-0.443787676035993,0.2036880507638,-0.126001598893884,-0.187104600913722,-2.10252193156034,-0.0339573618474982,-0.30553854867239,0.524303104430437,0.839141205307096,-0.608171009388285
1,67,-10931.6311392177,NA,-0.0559987425914325,0.00314883215911753,-0.193380448756675,0.0997905632078941,-0.0105765685017193,0.0496796265683119,-0.0375384069902917,-0.178192819083788,-0.416374114435507,-0.280367345946083,-1.70089426323172,-0.060345164757687,0.240683340474347,0.70204521374777,0.7017182488041,0.228571765175301
1,68,-12274.0614091891,NA,-0.0886172477540002,-0.183010185246378,-0.246960151915796,0.207102789291339,0.0423503164867552,0.188234367169041,0.0510087675721171,0.523773929101774,-0.054549630619267,-0.0833300123391695,-1.6225641531055,-0.0752996831008904,0.158016608129716,0.636571257230826,0.419037404083647,-0.24233572923556
1,69,-11597.4094301111,NA,-0.00620841089150316,-0.100403126469013,0.0435446652967477,0.095957054123266,0.000259765115713337,0.263025883856299,-0.00820661386117122,0.28103013407358,-0.396468202204028,-0.0382923368565582,-0.607143268170814,-0.0114497412824605,0.0284333043981689,0.294801667346619,0.647633420145139,-1.20247035620881
1,70,-12141.2710785584,NA,-0.00534582148097024,0.0500059513011922,-0.107508398646005,0.100862061411833,0.00585081425054866,0.312572660074053,-0.106821884700311,0.394640522550628,-0.462845472829737,-0.108907057329755,-1.50833881244196,-0.180290994797975,-0.400809722476267,0.187082792241126,0.969837488248013,0.342577662178289
1,71,-10479.5443756905,NA,-0.102634540753975,-0.189131478341488,-0.175539491642145,-0.0400488869661246,0.0105848110012149,-0.0117088382209734,-0.313215053027238,0.889617313462115,-0.181433938836556,-0.0729586730439327,-2.23903433764778,-0.0838631545852227,-0.79723623372589,0.718853290015832,0.988228449067101,0.547548589413344
1,72,-13984.6054809269,NA,-0.0290073637052329,-0.167376416882207,0.0205042394414848,0.0623135629348982,0.0168285800017615,0.190438201324513,0.0958929315025559,0.343537769664738,-0.381712975154929,-0.0709874172726674,-1.39375683888492,-0.0170393543753658,-0.34145656400678,0.593285651719198,0.175302388360724,0.237103610834922
1,73,-19306.2866682241,NA,-0.184190759586547,-0.146641438278062,-0.103524421732059,0.154346318240237,0.00750379356632755,0.145795492602206,-0.00536653064090326,-0.18953146531679,-0.449107073486052,-0.126569183120829,-1.38072237372161,-0.0564924890360409,0.158356460200735,0.917375736082904,0.311958989524283,-0.0929599290664863
1,74,-44058.047059276,NA,-0.169217543931384,-0.299612819824138,-0.188321530605089,0.0138361695965621,0.0255941953853404,0.447516060109294,-0.250748986362043,0.139629843171981,0.417319565536915,-0.255603423251289,-2.09249113938982,-0.101164370920436,-0.317264569130885,0.043091751569882,0.198671776135452,-0.66264913172107
1,75,-24934.9275041368,NA,-0.284972691942718,-0.188178935968807,0.0398966878928673,0.176937119128922,0.00481705978724506,0.185912708137891,-0.190204597122388,0.371070446482642,-0.00175123310310837,-0.186760013301951,-1.59588884652321,-0.0278388932254037,-0.268130158987904,0.582435357519425,0.412068288540468,-0.0245181924673073
1,76,-25009.9364706711,NA,-0.0557554374843205,-0.17071848976255,0.135104255402684,0.025164178112878,0.00147006245675826,0.00359608227299468,-0.0883273474081963,0.369869375698856,0.0496083166138777,-0.253597626126297,-1.80091544061847,-0.158821895826625,-1.03750754285759,0.152291396958753,0.1372010227805,0.607497490996201
1,77,-10821.4333843446,NA,-0.0900121828158626,-0.0433098886348717,-0.185497565830232,0.0696285856774265,-0.00140454726065826,0.403950017009492,-0.289400079970621,0.467502438637115,0.268952088324137,-0.0658002383217998,-0.638480577246981,-0.0449536360811015,-0.552051243218735,0.400367721612565,0.731079924949445,0.0965485668870994
1,78,-21961.6418006602,NA,-0.22648933055259,0.0727057885583466,-0.0937868669460457,0.0211895764938917,0.0350078028323066,0.00278547850465996,-0.195912549810768,-0.188250984442061,-0.0904713213155671,-0.232558409710733,0.762007561697951,-0.00783482982150008,0.16502816023738,0.24486907850951,0.875317984316498,0.477270501612437
1,79,-22952.7146990742,NA,-0.043767499183986,-0.0855592460446938,-0.139419326005228,0.00638592616271463,0.0113182335538811,0.0308168646283776,-0.346616093346555,0.253985781413938,-0.49610016028991,-0.311760992042017,-0.607613400121167,-0.00866156478453969,-0.701285348454569,0.751773602343164,0.0755857316730544,-0.669699905986447
1,80,-11229.1059404013,NA,-0.108205960949523,-0.0923506657304856,-0.216765907813351,0.128872790212246,0.018144570248146,-0.0811731960459116,-0.273663928696403,0.338736830377018,-0.166085074617205,-0.0841509276491157,-3.02282736366631,-0.115926770238486,-0.395533662757087,0.967210436207242,0.707670040163212,0.0807681745864284
1,81,-52333.509217533,NA,0.054161950114633,-0.102247859626011,-0.209313635280715,0.101310480674339,0.020876537431929,0.100711932783642,0.133376752319001,0.1668805365376,-0.206506311304512,-0.240520672681898,-0.687499219388324,-0.155006031537523,0.00467949433367026,0.76331284772139,0.0910178836248815,-0.354629277108745
1,82,-19241.823650868,NA,-0.18777281686449,-0.129260156950292,-0.121783581295018,0.107558279135106,0.0188882343855207,-0.0894225804815157,-0.156624776427013,0.220761272259702,-0.0684387610734327,-0.0618684018946263,1.36043586629452,0.0227534662979403,-0.364137319629135,0.367565063801594,0.732271740660071,0.437307308876908
1,83,-10816.8554788688,NA,-0.0236327272098651,-0.130002053430568,0.0207134882954149,0.0844194850884047,0.0213357216413932,0.253111723316135,-0.352368327911278,0.221120301029016,-0.433903108669729,-0.0921376815577314,-0.270941436381372,-0.0722131511086948,-0.0937398812908816,0.761491902130656,0.643830470270477,-1.1295234593134
1,84,-91662.0388026114,NA,0.0122374118387791,0.0080621982261929,-0.213832398431333,0.0559460252074287,0.0171328887419769,0.256502606779091,-0.219963804983607,-0.0923467691163684,-0.0418018520635701,-0.222590400752561,1.28557303054815,-0.117514497271828,-0.196528186798871,0.975255343704484,0.0368823206983507,0.476384269057688
1,85,-12378.3247787948,NA,-0.0776815178224438,-0.0869556180247421,0.0126363110035788,0.076679583590509,0.0326831582761585,-0.00250497259602886,-0.296186092347231,0.0364150869090981,-0.219623896007706,-0.104951238313383,0.641340014750398,-0.0708326070521913,0.123761895805197,0.36372991012875,0.760814363076352,-0.739363669490954
1,86,-15412.1254990944,NA,-0.150795225237859,-0.150745206067856,-0.123275640669558,0.0583808816483154,0.0254642268421374,0.0791934963496351,-0.35927636571558,-0.396600119623413,0.101071364793192,-0.000708527162121192,-0.0800814241191019,-0.00141104610160447,-0.997042061673041,0.775660531716421,0.600298174405471,-0.562382294772046
1,87,-11599.6699255001,NA,-0.0353913492345429,-0.0557451747065594,-0.129797784276442,0.0579440585794942,0.00037981077749848,0.200743927998698,-0.0891692767493132,-0.174749003209725,-0.285504077645469,-0.113165614406108,-0.289500661127557,0.025974401769756,-0.855461065607934,0.327944090664387,0.440440599806607,-0.565596561356043
